NIS,Categoria,Consumo,Mes
0306-0439,BT RESIDENCIAL,672,Abril
0306-0440,BT RESIDENCIAL,1100,Abril
0306-0441,BT RESIDENCIAL,1114,Abril
0306-0442,BT RESIDENCIAL,1119,Abril
0306-0443,BT RESIDENCIAL,1690,Abril
0306-0444,BT RESIDENCIAL,1023,Abril
0306-0506,BT RESIDENCIAL,1004,Abril
0306-0507,BT RESIDENCIAL,1008,Abril
0306-0510,BT RESIDENCIAL,1796,Abril
0306-0511,BT RESIDENCIAL,80,Abril
0306-0512,BT RESIDENCIAL,1217,Abril
0306-0513,BT RESIDENCIAL,1710,Abril
0306-0514,BT RESIDENCIAL,973,Abril
0306-0517,BT RESIDENCIAL,1579,Abril
0306-0518,BT RESIDENCIAL,1555,Abril
0306-0519,BT RESIDENCIAL,3378,Abril
0306-0520,BT RESIDENCIAL,466,Abril
0306-0522,BT RESIDENCIAL,1577,Abril
0306-0523,BT RESIDENCIAL,458,Abril
0306-0524,BT RESIDENCIAL,564,Abril
0306-0528,BT RESIDENCIAL,735,Abril
0306-0529,BT GENERAL,175,Abril
0306-0530,BT RESIDENCIAL,649,Abril
0306-0532,BT RESIDENCIAL,655,Abril
0306-0537,BT RESIDENCIAL,793,Abril
0306-0538,BT RESIDENCIAL,714,Abril
0306-0539,BT RESIDENCIAL,1507,Abril
0306-0540,BT RESIDENCIAL,1540,Abril
0306-0542,BT RESIDENCIAL,667,Abril
0306-0543,BT RESIDENCIAL,2511,Abril
0306-0544,BT RESIDENCIAL,750,Abril
0306-0545,BT RESIDENCIAL,553,Abril
0306-0602,MT GUBERNAMENTAL,5121,Abril
0306-0610,BT RESIDENCIAL,1245,Abril
0306-0612,BT RESIDENCIAL,3390,Abril
0306-0613,BT GENERAL,4359,Abril
0306-0614,BT RESIDENCIAL,1048,Abril
0306-0620,BT RESIDENCIAL,4165,Abril
0306-0622,BT RESIDENCIAL,630,Abril
0306-0626,BT RESIDENCIAL,2815,Abril
0306-0628,BT RESIDENCIAL,2904,Abril
0306-0632,BT RESIDENCIAL,574,Abril
0306-0636,BT RESIDENCIAL,1437,Abril
0306-0638,BT RESIDENCIAL,1042,Abril
0306-0640,BT RESIDENCIAL,5333,Abril
0306-0645,BT RESIDENCIAL,521,Abril
0306-0646,BT RESIDENCIAL,566,Abril
0306-0647,BT RESIDENCIAL,891,Abril
0306-0649,BT RESIDENCIAL,1366,Abril
0306-0650,BT RESIDENCIAL,987,Abril
0307-0002,BT RESIDENCIAL,461,Abril
0307-0014,BT RESIDENCIAL,608,Abril
0307-0020,BT RESIDENCIAL,120,Abril
0307-0028,BT RESIDENCIAL,836,Abril
0307-0030,BT RESIDENCIAL,726,Abril
0307-0038,BT RESIDENCIAL,120,Abril
0307-0042,BT RESIDENCIAL,712,Abril
0307-0050,BT RESIDENCIAL,1266,Abril
0307-0054,BT RESIDENCIAL,406,Abril
0307-0060,BT RESIDENCIAL,30,Abril
0307-0104,BT RESIDENCIAL,955,Abril
0307-0106,BT RESIDENCIAL,120,Abril
0307-0112,BT RESIDENCIAL,1299,Abril
0307-0114,BT RESIDENCIAL,588,Abril
0307-0124,BT RESIDENCIAL,631,Abril
0307-0128,BT RESIDENCIAL,917,Abril
0307-0142,BT RESIDENCIAL,292,Abril
0307-0156,BT RESIDENCIAL,737,Abril
0307-0178,BT RESIDENCIAL,613,Abril
0307-0214,BT RESIDENCIAL,939,Abril
0307-0218,BT GENERAL,120,Abril
0307-0238,BT RESIDENCIAL,802,Abril
0307-0250,BT RESIDENCIAL,120,Abril
0307-0256,BT RESIDENCIAL,1104,Abril
0307-0270,BT RESIDENCIAL,120,Abril
0307-0278,BT RESIDENCIAL,120,Abril
0307-0280,BT RESIDENCIAL,30,Abril
0307-0332,BT RESIDENCIAL,1595,Abril
0307-0340,BT RESIDENCIAL,30,Abril
0307-0342,BT RESIDENCIAL,120,Abril
0307-0346,BT RESIDENCIAL,372,Abril
0307-0348,BT RESIDENCIAL,30,Abril
0307-0354,BT RESIDENCIAL,557,Abril
0307-0366,BT RESIDENCIAL,120,Abril
0307-0372,BT RESIDENCIAL,30,Abril
0307-0378,BT RESIDENCIAL,120,Abril
0307-0402,BT RESIDENCIAL,120,Abril
0307-0404,BT RESIDENCIAL,489,Abril
0307-0410,BT RESIDENCIAL,120,Abril
0307-0416,BT RESIDENCIAL,844,Abril
0307-0420,BT RESIDENCIAL,1118,Abril
0307-0430,BT RESIDENCIAL,1304,Abril
0307-0431,BT RESIDENCIAL,603,Abril
0002-0230,BT RESIDENCIAL,1382,Abril
0002-0240,BT RESIDENCIAL,1409,Abril
0002-0242,MT GENERAL,736,Abril
0002-0250,BT RESIDENCIAL,1927,Abril
0002-0260,BT RESIDENCIAL,804,Abril
0002-0265,MT GENERAL,2450,Abril
0002-0270,BT RESIDENCIAL,1090,Abril
0002-0280,BT RESIDENCIAL,1350,Abril
0002-0290,BT RESIDENCIAL,1725,Abril
0002-0300,BT RESIDENCIAL,1353,Abril
0002-0310,BT RESIDENCIAL,557,Abril
0002-0315,MT GENERAL,3290,Abril
0002-0320,BT RESIDENCIAL,4114,Abril
0002-0330,BT RESIDENCIAL,458,Abril
0002-0340,BT RESIDENCIAL,303,Abril
0002-0350,BT RESIDENCIAL,714,Abril
0002-0355,BT GENERAL,30,Abril
0900-0378,BT RESIDENCIAL,67,Abril
0002-0360,BT RESIDENCIAL,1570,Abril
0900-0380,BT SOCIAL,201,Abril
0002-0380,BT SOCIAL,19,Abril
0002-0409,BT RESIDENCIAL,128,Abril
0900-0391,BT SOCIAL,110,Abril
0002-0411,BT RESIDENCIAL,976,Abril
0002-0412,BT RESIDENCIAL,529,Abril
0002-0421,BT RESIDENCIAL,120,Abril
0002-0425,BT RESIDENCIAL,530,Abril
0002-0426,BT RESIDENCIAL,60,Abril
0900-0400,BT SOCIAL,15,Abril
0002-0428,BT RESIDENCIAL,60,Abril
0900-0401,BT SOCIAL,114,Abril
0002-0430,BT RESIDENCIAL,812,Abril
0002-0436,BT RESIDENCIAL,317,Abril
0002-0449,BT RESIDENCIAL,339,Abril
0002-0450,BT RESIDENCIAL,120,Abril
0900-0407,BT SOCIAL,128,Abril
0002-0454,BT RESIDENCIAL,120,Abril
0900-0410,BT SOCIAL,141,Abril
0002-0456,BT RESIDENCIAL,60,Abril
0087-0334,BT RESIDENCIAL,649,Abril
0087-0342,BT RESIDENCIAL,540,Abril
0087-0348,BT RESIDENCIAL,438,Abril
0087-0352,BT RESIDENCIAL,447,Abril
0087-0356,BT RESIDENCIAL,30,Abril
0087-0372,BT RESIDENCIAL,841,Abril
0087-0392,BT RESIDENCIAL,803,Abril
0087-0416,BT RESIDENCIAL,310,Abril
0087-0424,BT GENERAL,1498,Abril
0087-0460,BT RESIDENCIAL,120,Abril
0087-0478,BT RESIDENCIAL,654,Abril
0087-0510,BT RESIDENCIAL,911,Abril
0087-0534,BT RESIDENCIAL,1002,Abril
0087-0550,BT RESIDENCIAL,529,Abril
0087-0584,BT RESIDENCIAL,744,Abril
0087-0626,BT RESIDENCIAL,810,Abril
0087-0682,BT RESIDENCIAL,303,Abril
0087-0724,BT RESIDENCIAL,630,Abril
0087-0770,BT RESIDENCIAL,101,Abril
0087-0880,BT RESIDENCIAL,121,Abril
0100-0020,BT GENERAL,622,Abril
0100-0151,BT GENERAL,30,Abril
0100-0189,BT RESIDENCIAL,370,Abril
0100-0190,BT GENERAL,654,Abril
0100-0210,BT GENERAL,4745,Abril
0100-0310,BT GENERAL,1866,Abril
0100-0312,BT GENERAL,267,Abril
0100-0313,BT GENERAL,3411,Abril
0100-0350,BT GENERAL,2407,Abril
0100-0550,BT GENERAL,5683,Abril
0100-0617,BT GENERAL,474,Abril
0120-0035,BT RESIDENCIAL,180,Abril
0120-0047,MT GENERAL,8212,Abril
0120-0116,BT RESIDENCIAL,126,Abril
0083-0961,BT GUBERNAMENTAL,30,Abril
0083-0963,BT RESIDENCIAL,293,Abril
0083-0967,BT RESIDENCIAL,136,Abril
0083-0987,BT RESIDENCIAL,1533,Abril
0083-0988,BT RESIDENCIAL,886,Abril
0083-0990,BT RESIDENCIAL,617,Abril
0083-0995,BT RESIDENCIAL,136,Abril
0083-0997,BT RESIDENCIAL,164,Abril
0085-0020,BT RESIDENCIAL,117,Abril
0086-0010,BT RESIDENCIAL,473,Abril
0086-0013,BT RESIDENCIAL,203,Abril
0086-0016,BT RESIDENCIAL,559,Abril
0086-0019,BT RESIDENCIAL,356,Abril
0086-0022,BT RESIDENCIAL,497,Abril
0086-0025,BT RESIDENCIAL,634,Abril
0086-0028,BT RESIDENCIAL,786,Abril
0086-0042,BT RESIDENCIAL,292,Abril
0086-0045,BT RESIDENCIAL,120,Abril
0086-0049,BT RESIDENCIAL,471,Abril
0086-0052,BT RESIDENCIAL,446,Abril
0086-0054,BT RESIDENCIAL,282,Abril
0086-0057,BT RESIDENCIAL,120,Abril
0086-0060,BT RESIDENCIAL,374,Abril
0086-0063,BT RESIDENCIAL,615,Abril
0086-0066,BT RESIDENCIAL,422,Abril
0086-0436,BT RESIDENCIAL,389,Abril
0086-0490,BT RESIDENCIAL,253,Abril
0087-0050,BT RESIDENCIAL,185,Abril
0087-0051,BT GENERAL,3904,Abril
0087-0092,BT RESIDENCIAL,950,Abril
0087-0104,BT RESIDENCIAL,964,Abril
0087-0148,BT RESIDENCIAL,763,Abril
0087-0180,BT RESIDENCIAL,181,Abril
0087-0182,BT RESIDENCIAL,269,Abril
0087-0226,BT RESIDENCIAL,515,Abril
0002-0458,BT RESIDENCIAL,354,Abril
0002-0459,BT RESIDENCIAL,970,Abril
0002-0460,BT RESIDENCIAL,120,Abril
0002-0461,BT RESIDENCIAL,1084,Abril
0002-0462,BT RESIDENCIAL,1186,Abril
0002-0463,BT RESIDENCIAL,863,Abril
0900-0431,BT SOCIAL,260,Abril
0002-0466,BT RESIDENCIAL,596,Abril
0900-0434,BT SOCIAL,167,Abril
0002-0467,BT RESIDENCIAL,868,Abril
0002-0468,BT RESIDENCIAL,1155,Abril
0900-0440,BT RESIDENCIAL,433,Abril
0002-0469,BT RESIDENCIAL,877,Abril
0002-0472,BT RESIDENCIAL,967,Abril
0002-0473,BT RESIDENCIAL,786,Abril
0002-0475,BT RESIDENCIAL,859,Abril
0002-0476,BT RESIDENCIAL,1361,Abril
0002-0484,BT RESIDENCIAL,181,Abril
0002-0486,BT RESIDENCIAL,497,Abril
0900-0462,BT SOCIAL,234,Abril
0900-0463,BT SOCIAL,201,Abril
0002-0500,BT RESIDENCIAL,824,Abril
0002-0504,BT RESIDENCIAL,464,Abril
0002-0506,BT RESIDENCIAL,889,Abril
0002-0508,BT RESIDENCIAL,557,Abril
0900-0480,BT SOCIAL,23,Abril
0002-0512,BT RESIDENCIAL,263,Abril
0002-0516,BT RESIDENCIAL,232,Abril
0002-0518,BT RESIDENCIAL,1152,Abril
0002-0522,BT RESIDENCIAL,60,Abril
0002-0532,BT RESIDENCIAL,188,Abril
0002-0534,BT RESIDENCIAL,787,Abril
0002-0536,BT RESIDENCIAL,379,Abril
0002-0538,BT RESIDENCIAL,909,Abril
0002-0542,BT RESIDENCIAL,1189,Abril
0002-0546,BT RESIDENCIAL,1075,Abril
0002-0552,BT RESIDENCIAL,1698,Abril
0002-0562,BT RESIDENCIAL,60,Abril
0002-0564,BT RESIDENCIAL,271,Abril
0002-0618,MT GENERAL,627,Abril
0002-0619,MT GENERAL,1103,Abril
0900-0502,BT SOCIAL,160,Abril
0002-0621,BT RESIDENCIAL,424,Abril
0002-0625,BT RESIDENCIAL,2348,Abril
0120-0205,BT RESIDENCIAL,1121,Abril
0120-0210,BT RESIDENCIAL,3466,Abril
0120-0215,BT RESIDENCIAL,378,Abril
0120-0315,BT RESIDENCIAL,381,Abril
0121-0100,BT RESIDENCIAL,2712,Abril
0121-0200,BT RESIDENCIAL,862,Abril
0122-0035,BT RESIDENCIAL,1459,Abril
0122-0055,BT RESIDENCIAL,1380,Abril
0122-0155,BT RESIDENCIAL,1127,Abril
0122-0165,BT RESIDENCIAL,445,Abril
0130-0040,BT RESIDENCIAL,1044,Abril
0130-0056,BT RESIDENCIAL,1612,Abril
0130-0061,BT GENERAL,301,Abril
0130-0070,BT RESIDENCIAL,1266,Abril
0130-0215,BT RESIDENCIAL,1990,Abril
0130-0365,BT RESIDENCIAL,469,Abril
0140-0015,BT RESIDENCIAL,2204,Abril
0141-0045,BT RESIDENCIAL,1034,Abril
0141-0080,BT RESIDENCIAL,1281,Abril
0141-0106,BT RESIDENCIAL,1293,Abril
0150-0090,BT RESIDENCIAL,3465,Abril
0150-0130,BT RESIDENCIAL,425,Abril
0150-0150,BT RESIDENCIAL,3501,Abril
0150-0152,BT RESIDENCIAL,1944,Abril
0150-0154,BT RESIDENCIAL,1767,Abril
0150-0160,BT RESIDENCIAL,2514,Abril
0150-0167,BT RESIDENCIAL,694,Abril
0150-0169,BT RESIDENCIAL,625,Abril
0150-0170,BT RESIDENCIAL,711,Abril
0150-0181,BT RESIDENCIAL,691,Abril
0150-0202,BT RESIDENCIAL,1140,Abril
0150-0205,BT RESIDENCIAL,930,Abril
0087-0246,BT RESIDENCIAL,701,Abril
0087-0258,BT RESIDENCIAL,338,Abril
0087-0422,BT RESIDENCIAL,350,Abril
0087-0430,BT RESIDENCIAL,164,Abril
0087-0438,BT RESIDENCIAL,735,Abril
0087-0526,BT RESIDENCIAL,30,Abril
0087-0538,BT RESIDENCIAL,133,Abril
0087-0556,BT RESIDENCIAL,58,Abril
0087-0578,BT RESIDENCIAL,115,Abril
0087-0826,BT RESIDENCIAL,571,Abril
0087-0866,BT RESIDENCIAL,98,Abril
0087-0894,BT RESIDENCIAL,160,Abril
0100-0180,BT GENERAL,1827,Abril
0100-0188,BT GENERAL,404,Abril
0100-0431,BT RESIDENCIAL,581,Abril
0100-0460,BT GENERAL,4023,Abril
0110-0008,BT GENERAL,537,Abril
0110-0010,BT RESIDENCIAL,30,Abril
0130-0060,BT GENERAL,1860,Abril
0130-0071,BT RESIDENCIAL,766,Abril
0130-0100,BT RESIDENCIAL,1559,Abril
0130-0390,BT RESIDENCIAL,711,Abril
0131-0055,BT RESIDENCIAL,1644,Abril
0150-0005,BT RESIDENCIAL,825,Abril
0150-0110,BT RESIDENCIAL,1962,Abril
0150-0115,BT RESIDENCIAL,735,Abril
0150-0156,BT RESIDENCIAL,1789,Abril
0150-0162,BT RESIDENCIAL,1132,Abril
0150-0164,BT RESIDENCIAL,5187,Abril
0900-0503,BT SOCIAL,111,Abril
0002-0626,BT RESIDENCIAL,480,Abril
0900-0505,BT SOCIAL,81,Abril
0002-0627,BT RESIDENCIAL,739,Abril
0002-0629,MT GENERAL,3285,Abril
0900-0506,BT SOCIAL,279,Abril
0002-0630,BT RESIDENCIAL,460,Abril
0002-0631,BT RESIDENCIAL,1732,Abril
0002-0632,BT RESIDENCIAL,489,Abril
0002-0633,BT RESIDENCIAL,612,Abril
0002-0636,BT RESIDENCIAL,492,Abril
0002-0638,BT RESIDENCIAL,556,Abril
0002-0640,BT RESIDENCIAL,512,Abril
0002-0641,BT RESIDENCIAL,60,Abril
0002-0651,BT RESIDENCIAL,266,Abril
0002-0652,BT RESIDENCIAL,963,Abril
0002-0653,BT RESIDENCIAL,791,Abril
0002-0654,BT RESIDENCIAL,85,Abril
0002-0656,BT RESIDENCIAL,846,Abril
0002-0657,BT RESIDENCIAL,120,Abril
0002-0658,BT RESIDENCIAL,862,Abril
0002-0663,BT RESIDENCIAL,691,Abril
0002-0664,BT RESIDENCIAL,1262,Abril
0002-0665,BT RESIDENCIAL,135,Abril
0002-0666,BT RESIDENCIAL,1456,Abril
0002-0667,BT RESIDENCIAL,1049,Abril
0002-0668,BT RESIDENCIAL,120,Abril
0002-0753,BT RESIDENCIAL,738,Abril
0002-0758,BT RESIDENCIAL,60,Abril
0900-0525,BT SOCIAL,40,Abril
0002-0767,BT RESIDENCIAL,515,Abril
0002-0768,BT RESIDENCIAL,332,Abril
0900-0526,BT SOCIAL,37,Abril
0002-0769,BT RESIDENCIAL,120,Abril
0900-0527,BT RESIDENCIAL,141,Abril
0002-0783,BT RESIDENCIAL,226,Abril
0002-0790,BT RESIDENCIAL,139,Abril
0002-0800,MT GENERAL,1838,Abril
0002-0830,MT GENERAL,453,Abril
0003-0010,BT RESIDENCIAL,1814,Abril
0003-0030,BT RESIDENCIAL,30,Abril
0003-0040,BT RESIDENCIAL,1017,Abril
0900-0555,BT RESIDENCIAL,280,Abril
0003-0045,MT GENERAL,1036,Abril
0003-0050,BT RESIDENCIAL,973,Abril
0900-0556,BT SOCIAL,187,Abril
0003-0065,MT GENERAL,1267,Abril
0003-0070,BT RESIDENCIAL,2051,Abril
0003-0510,BT RESIDENCIAL,3368,Abril
0003-0520,BT RESIDENCIAL,480,Abril
0003-0525,BT RESIDENCIAL,376,Abril
0003-0527,MT GENERAL,942,Abril
0003-0530,BT RESIDENCIAL,1077,Abril
0150-0214,BT RESIDENCIAL,30,Abril
0150-0217,BT RESIDENCIAL,307,Abril
0150-0220,BT RESIDENCIAL,120,Abril
0150-0223,BT RESIDENCIAL,1331,Abril
0150-0225,BT RESIDENCIAL,442,Abril
0150-0227,BT RESIDENCIAL,1112,Abril
0150-0230,BT RESIDENCIAL,717,Abril
0150-0231,BT RESIDENCIAL,297,Abril
0150-0232,BT RESIDENCIAL,392,Abril
0150-0242,BT RESIDENCIAL,763,Abril
0150-0244,BT RESIDENCIAL,448,Abril
0150-0246,BT RESIDENCIAL,719,Abril
0150-0253,BT RESIDENCIAL,530,Abril
0150-0254,BT RESIDENCIAL,331,Abril
0150-0414,BT RESIDENCIAL,709,Abril
0160-0015,BT RESIDENCIAL,863,Abril
0160-0102,BT RESIDENCIAL,1184,Abril
0160-0106,BT RESIDENCIAL,2176,Abril
0160-0107,BT RESIDENCIAL,500,Abril
0160-0109,BT RESIDENCIAL,4286,Abril
0160-0122,BT RESIDENCIAL,1135,Abril
0160-0124,BT RESIDENCIAL,862,Abril
0160-0130,BT RESIDENCIAL,713,Abril
0160-0132,BT RESIDENCIAL,756,Abril
0160-0134,BT RESIDENCIAL,698,Abril
0160-0136,BT RESIDENCIAL,613,Abril
0160-0138,BT RESIDENCIAL,599,Abril
0199-0241,BT RESIDENCIAL,1239,Abril
0199-0300,BT RESIDENCIAL,3655,Abril
0199-0420,BT RESIDENCIAL,2755,Abril
0199-0480,BT RESIDENCIAL,366,Abril
0199-0490,BT RESIDENCIAL,1269,Abril
0200-0030,BT GENERAL,2636,Abril
0200-0032,BT GENERAL,397,Abril
0200-0041,BT RESIDENCIAL,2238,Abril
0200-0050,BT RESIDENCIAL,4059,Abril
0200-0062,MT GENERAL,27132,Abril
0150-0173,BT RESIDENCIAL,658,Abril
0150-0174,BT GENERAL,5857,Abril
0150-0179,BT RESIDENCIAL,1020,Abril
0150-0207,BT RESIDENCIAL,878,Abril
0150-0208,BT RESIDENCIAL,556,Abril
0150-0248,BT RESIDENCIAL,1008,Abril
0150-0249,BT RESIDENCIAL,765,Abril
0150-0406,BT RESIDENCIAL,226,Abril
0160-0020,BT RESIDENCIAL,980,Abril
0160-0110,BT RESIDENCIAL,765,Abril
0160-0114,BT RESIDENCIAL,4989,Abril
0160-0140,BT RESIDENCIAL,1410,Abril
0160-0142,BT RESIDENCIAL,1119,Abril
0199-0310,BT RESIDENCIAL,7852,Abril
0199-0330,BT RESIDENCIAL,1526,Abril
0200-0031,BT GENERAL,968,Abril
0200-0090,BT RESIDENCIAL,311,Abril
0252-0220,BT RESIDENCIAL,660,Abril
0253-0060,BT RESIDENCIAL,1271,Abril
0253-0085,BT RESIDENCIAL,541,Abril
0253-0140,BT RESIDENCIAL,533,Abril
0253-0147,BT RESIDENCIAL,711,Abril
0253-0190,BT RESIDENCIAL,6856,Abril
0253-0210,BT RESIDENCIAL,102,Abril
0254-0110,BT RESIDENCIAL,844,Abril
0003-0540,BT RESIDENCIAL,637,Abril
0003-0550,MT GENERAL,1051,Abril
0003-0555,BT RESIDENCIAL,390,Abril
0003-0557,MT GENERAL,608,Abril
0003-0560,BT RESIDENCIAL,469,Abril
0003-0570,BT RESIDENCIAL,1286,Abril
0003-0580,BT RESIDENCIAL,672,Abril
0003-0585,BT RESIDENCIAL,1743,Abril
0003-0604,MT GENERAL,733,Abril
0003-0605,MT GENERAL,772,Abril
0003-0618,MT GENERAL,768,Abril
0003-0620,MT GENERAL,225,Abril
0003-0625,MT GENERAL,230,Abril
0003-0695,MT GENERAL,4500,Abril
0004-0060,BT RESIDENCIAL,216,Abril
0004-0070,BT RESIDENCIAL,979,Abril
0004-0073,BT RESIDENCIAL,1082,Abril
0004-0090,BT RESIDENCIAL,1054,Abril
0004-0100,BT RESIDENCIAL,1117,Abril
0004-0120,BT RESIDENCIAL,448,Abril
0005-0890,BT RESIDENCIAL,764,Abril
0005-0920,BT GENERAL,31,Abril
0005-0930,BT RESIDENCIAL,349,Abril
0005-0940,BT RESIDENCIAL,621,Abril
0005-0945,BT RESIDENCIAL,120,Abril
0005-0950,BT RESIDENCIAL,932,Abril
0005-0960,BT RESIDENCIAL,884,Abril
0005-0985,MT GENERAL,230,Abril
0006-0010,MT GENERAL,2362,Abril
0006-0017,BT RESIDENCIAL,832,Abril
0006-0020,MT GENERAL,1804,Abril
0006-0050,MT GENERAL,2892,Abril
0006-0130,MT GENERAL,225,Abril
0006-0135,MT GENERAL,3024,Abril
0006-0152,MT GENERAL,230,Abril
0006-0200,MT GENERAL,2833,Abril
0006-0220,MT GENERAL,1204,Abril
0006-0223,MT GENERAL,225,Abril
0006-0225,MT GENERAL,1125,Abril
0006-0227,MT GENERAL,225,Abril
0006-0230,MT GENERAL,230,Abril
0006-0255,MT GENERAL,2152,Abril
0006-0257,MT GENERAL,225,Abril
0006-0300,MT GENERAL,968,Abril
0006-0355,MT GENERAL,689,Abril
0006-0360,BT RESIDENCIAL,238,Abril
0006-0400,MT GENERAL,1738,Abril
0006-0415,BT SOCIAL,15,Abril
0006-0416,BT RESIDENCIAL,239,Abril
0200-0140,BT RESIDENCIAL,694,Abril
0200-0499,BT RESIDENCIAL,2013,Abril
0200-0506,BT RESIDENCIAL,1319,Abril
0200-0511,BT RESIDENCIAL,736,Abril
0200-0533,BT RESIDENCIAL,770,Abril
0200-0554,BT RESIDENCIAL,452,Abril
0250-0030,BT RESIDENCIAL,427,Abril
0250-0055,BT RESIDENCIAL,890,Abril
0250-0062,BT RESIDENCIAL,524,Abril
0250-0105,BT RESIDENCIAL,786,Abril
0251-0170,BT RESIDENCIAL,650,Abril
0251-0175,BT RESIDENCIAL,1960,Abril
0251-0180,BT RESIDENCIAL,951,Abril
0252-0150,BT RESIDENCIAL,484,Abril
0252-0170,BT RESIDENCIAL,1119,Abril
0252-0225,BT RESIDENCIAL,1802,Abril
0253-0065,BT RESIDENCIAL,705,Abril
0253-0080,BT RESIDENCIAL,744,Abril
0253-0090,BT RESIDENCIAL,781,Abril
0253-0135,BT RESIDENCIAL,276,Abril
0530-0125,BT RESIDENCIAL,1385,Abril
0542-0020,BT RESIDENCIAL,1462,Abril
0545-0085,BT RESIDENCIAL,1260,Abril
0548-0111,BT RESIDENCIAL,1421,Abril
0600-0140,BT RESIDENCIAL,1445,Abril
0600-0270,BT GENERAL,2126,Abril
0600-0290,BT RESIDENCIAL,97,Abril
0600-0446,BT RESIDENCIAL,1190,Abril
0600-0548,BT RESIDENCIAL,3503,Abril
0600-0560,BT RESIDENCIAL,690,Abril
0601-0125,BT RESIDENCIAL,657,Abril
0601-0316,BT RESIDENCIAL,358,Abril
0601-0322,BT RESIDENCIAL,1023,Abril
0601-0404,BT RESIDENCIAL,1424,Abril
0601-0420,BT RESIDENCIAL,591,Abril
0601-0448,BT RESIDENCIAL,1294,Abril
0601-0822,BT RESIDENCIAL,1135,Abril
0601-0824,BT RESIDENCIAL,778,Abril
0254-0150,BT RESIDENCIAL,1380,Abril
0254-0164,BT RESIDENCIAL,1075,Abril
0254-0175,BT RESIDENCIAL,2540,Abril
0254-0180,BT RESIDENCIAL,3235,Abril
0255-0080,BT RESIDENCIAL,1425,Abril
0255-0115,BT RESIDENCIAL,1279,Abril
0255-0170,BT RESIDENCIAL,539,Abril
0256-0035,BT RESIDENCIAL,409,Abril
0256-0085,BT RESIDENCIAL,662,Abril
0256-0095,BT RESIDENCIAL,713,Abril
0256-0110,BT RESIDENCIAL,942,Abril
0256-0152,BT RESIDENCIAL,741,Abril
0018-0567,BT GENERAL,2901,Abril
0018-0571,MT GENERAL,7644,Abril
0018-0605,BT RESIDENCIAL,60,Abril
0018-0610,BT RESIDENCIAL,120,Abril
0018-0613,BT RESIDENCIAL,88,Abril
0018-0625,BT RESIDENCIAL,1161,Abril
0018-0630,BT RESIDENCIAL,737,Abril
0018-0647,BT RESIDENCIAL,919,Abril
0018-0648,BT RESIDENCIAL,1030,Abril
0018-0707,BT RESIDENCIAL,807,Abril
0018-0710,BT RESIDENCIAL,751,Abril
0018-0711,BT GENERAL,6498,Abril
0018-0712,BT RESIDENCIAL,78,Abril
0018-0720,BT RESIDENCIAL,1204,Abril
0018-0729,BT RESIDENCIAL,77,Abril
0018-0738,BT GENERAL,1775,Abril
0018-0740,BT RESIDENCIAL,1160,Abril
0018-0743,BT RESIDENCIAL,1202,Abril
0018-0744,BT RESIDENCIAL,6235,Abril
0018-0745,BT RESIDENCIAL,1196,Abril
0018-0747,BT RESIDENCIAL,673,Abril
0018-0748,BT RESIDENCIAL,1239,Abril
0018-0762,BT RESIDENCIAL,747,Abril
0018-0767,BT RESIDENCIAL,120,Abril
0018-0770,BT RESIDENCIAL,867,Abril
0018-0774,BT RESIDENCIAL,104,Abril
0018-0776,BT RESIDENCIAL,1560,Abril
0018-0780,BT RESIDENCIAL,979,Abril
0018-0786,BT RESIDENCIAL,774,Abril
0018-0787,BT RESIDENCIAL,1256,Abril
0018-0822,BT RESIDENCIAL,120,Abril
0018-0884,BT RESIDENCIAL,452,Abril
0019-0003,BT RESIDENCIAL,803,Abril
0019-0009,BT RESIDENCIAL,430,Abril
0601-0830,BT RESIDENCIAL,507,Abril
0601-0848,BT RESIDENCIAL,1445,Abril
0601-0852,BT RESIDENCIAL,843,Abril
0601-0858,BT RESIDENCIAL,30,Abril
0601-0860,BT RESIDENCIAL,463,Abril
0601-0862,BT RESIDENCIAL,1288,Abril
0601-0866,BT RESIDENCIAL,1669,Abril
0601-0868,BT RESIDENCIAL,1134,Abril
0601-0870,BT RESIDENCIAL,505,Abril
0601-0880,BT RESIDENCIAL,355,Abril
0601-0881,BT RESIDENCIAL,885,Abril
0602-0145,BT RESIDENCIAL,779,Abril
0603-0356,BT RESIDENCIAL,2286,Abril
0603-0360,BT RESIDENCIAL,916,Abril
0604-0025,BT RESIDENCIAL,777,Abril
0604-0049,BT RESIDENCIAL,1011,Abril
0604-0242,BT RESIDENCIAL,541,Abril
0604-0252,BT RESIDENCIAL,2318,Abril
0605-0027,BT RESIDENCIAL,554,Abril
0606-0100,BT RESIDENCIAL,120,Abril
0606-0198,BT RESIDENCIAL,310,Abril
0607-0195,BT RESIDENCIAL,913,Abril
0607-0197,BT RESIDENCIAL,461,Abril
0607-0200,BT RESIDENCIAL,750,Abril
0610-0050,BT RESIDENCIAL,12713,Abril
0610-0100,BT RESIDENCIAL,661,Abril
0610-0102,BT RESIDENCIAL,3696,Abril
0650-0135,BT RESIDENCIAL,378,Abril
0652-0025,BT RESIDENCIAL,982,Abril
0652-0060,BT RESIDENCIAL,807,Abril
0700-0161,BT RESIDENCIAL,1670,Abril
0700-0231,BT GENERAL,120,Abril
0700-0295,BT GENERAL,2823,Abril
0700-0310,BT GENERAL,1155,Abril
0700-0340,BT RESIDENCIAL,252,Abril
